tweet,label
<USER> العمر كله ماشاﺀالله كبيره  ك اصغر من كذا,anticipation
<URL> المشهد علي قد ماكنت  ف طيار قد ما  علي عمر تتوقعوا طيار يتصرف ازاي #KaraParaAsk,fear
"RT <USER>  انا محد يحبننّ ، انا مريضه انا فيني كذا وكذا وكذا ، متىّ تنقرض هالفئه ي جماعه 🙇💔؟.",sad
"RT <USER> مساكم انا ويازيني انا بكيفي  فيني انا , كثرت الانا اعوذبالله من الانا",trust
RT <USER> ما يجري في #العراق هي ثورة شعبية ضد نظام الملالي المستبد والذي فشل في اجهاضها من الداخل بميليشيات طائفية  جاء دور الخار…,disgust
"""RT <USER> ذهول القطريين باكتساح جماهير الهلال لملعب السد يشعرك بفخر انتماء الهلال لوطننا الغالي .. """"الهلال"""" ثروة وطنية لاتقدر بثمن ..""",surprise
RT <USER>  لاني ما عشت مراهقتي زي باقي البنات,sad
<USER>   عليها من الشبو,fear
<USER> ح ان عيال اخوي قالو ابوي رجع عند امي بالبيت وكنت عارف انه ميت بس بخوفوني وصحيت و  .متوفي اخوي اول مره احلم فيه,fear
RT <USER>   يستمر صمت الشفايف 🌹,fear
RT <USER>  و دايم و كل شي بس حركات الناس اللي احبهم تتعبني والله,happy
<USER> من قال لك انك تفهم بكرة القدملوتجرب حظك بعالم الازياء والمكاييج   لك النجاح,anticipation
"اقدر اقولها لك و ه،انا غير عنهم كلهم-تنكر؟.",trust
RT <USER> يا جعلك بخير يا قلبه ويا جعلياصبح بعينه الخجلا وامسيها مهما نتزاعل   بيرجعليالحب حاجه قليل اللي يحس فيها,trust
<USER>   مافية ابريم واذا كان فية يطلع يطلع واحد بس علشان ماراح يجبون احد بدال سرور,anticipation
خلك جالس   مدى الدهر ومتالم..انا احب االمك وافخر لمن احسسك  ور خايس,anger
<USER> الله يحماك ويوفقك يا محمد واحنا  ين فيك يا محبوبنا واكيد الاغية في قمة الابداع 442,trust
 ماكنت ابي هذا يصير لاطفالي اكسو انتم ناس حقودين,sad
��:حبيبي عارف ليه  ه!! 👨: ليه ؟👩:لانك حتزوجني👨:ههههههههههههههههههههههههههههههههههه عارفه ليه بضحك👩:ليه ؟👨:لانك مصدقه 😂,happy
 من حزني محتاره وش اكل,sad
RT <USER> ٣ - ١ مع الرافة! وهذا مدريد في اسوا حالاته .. هو إحنا متفائلين .. ولا الناس لسا ما نست سمعة تيكي تاكا البارسا ! الف ملي…,anticipation
"""RT <USER> """"لا ادري،لا اعرف""""هراءٌ لايسد رمق هذا التضور،في قلبي،في راسي،في اصابعي،لا تصمت،لاتحدق بذهول،لاتقل لا ادري!اكتب،لاكتبك…""",surprise
تحدي ونرفزه بيني وبين الوالد الله يحفظه اول مره يتوقع فوز الاتحاد وانا متفائل و  انها ليلة اتحادية باذن الله خصمك يا الاتي مايمشي,anticipation
<USER> ابشر ان اخذتوها ببارك لك و  فوز هلالي اليوم ٢/١,anticipation
"RT <USER> <USER> هدفي نفيد ونستفيد ،لكن ارى البعض كل همه اكتساب متابعين لدرجة بيع وشراء متابعين و  هولاء اسماء بدون اشخاص",anticipation
<USER> حاولت اعرف معناه ماعرفتعشان كذا  😡,anger
  الحظ يقولي ها اقهرك زياده ولا چذي كافي ‹☺›,anticipation
RT <USER> تدرين وش معنى احبك ؟ حتى و   قلبي واقف بصفك,sad
"RT <USER> يارب انا راضية بالمكتوب ، يارب صبرني بس واربط على قلبي .",happy
RT <USER>  بان يجي يوم ميلادها واكون غير قادره على التعبير من السعاده والحب اتجاهها ولكن سوف اعبر عن مافي قلبي زي الان ا…,fear
RT <USER> شعره صار طويل وملامحه تغيرت شوي  <URL>,sad
RT <USER> احبك حب ورب البيت حلفت وربي يسمعنا   انك تحبني تموت وتعرف اخباري ولانك بالصدر غصه تكدرنا وتمنعنا ي خوفي اكرهك في يوم وان…,trust
RT <USER> والحياة بقت شوية صور فى كل خروجة علشان نبين للناس اننا  ين !!,happy
RT <USER> والله هي إرادة العادل لرد الظلم الذي يتعرض له الاحوازيين السنه إيران _إسرائيل ا  البشر الذين دنسوا الاوطان العربية,disgust
<USER> .. ولما وقفت ؟............... لما تركتها تذهب وحدها ؟ولما الذهول ف ذلك ؟,surprise
RT <USER> <USER> <USER> ياكريم  ان اخذ ٦٠٠ راح تكون نجاه لهم,anticipation
"""RT <USER> اسال واحد اقوله   والا جميل؟ قالي: """"انت اجمل   بالعالم"""". وقتها معد ادري اقوله شكرا والا اتفل بوجهه!""",disgust
RT <USER> <USER> <USER> شفتني و من نفسي 😁✌️,trust
RT <USER> <USER> لا يامريم ماسحبته  فيگ واعتبرگ انجزتي وتقدمتي خطوات للامام 💕,trust
RT <USER> #كيف_تخطفين_قلـب_الرجللا تكثرين سوالف حش برفيجاتج وبزميلاتج بالدوام وياهولا تكثرين سوالف  وانا مهمومه لان بي…,sad
صرت عادي اشوف اشياء توجعني و تقہرني و اسكت عليها لآني مليت و انا اتكلـم'):) #كوكب_  ~,disgust
RT <USER> #غرد_كانك_نفسيةاتركوني مع احزاني اخ   زهقان😩😢😢😂😂😂😂😂😂😂😂😂😂😂😂😂,disgust
ترا انا سكران وصاير    <URL>,anger
RT <USER> سمعنا ان ملعب الملك فهد قد امتلئ بالكامل .. انا متفائل #كلنا_هلاليون <URL>,anticipation
<USER> <USER> <USER> <USER> انا متفائله من الصبح راح نفوز ع الامارات إن شاءالله ابطالنا مراح يقصرون{الله يستر من تفاؤلي},anticipation
حتى و  منك احاتيــكواجيك كلّي يا بعد كل من لي ومن قبل تزعل ابتسم لك واراضيك#بالله_شفت_انسان_حساس_مثلي,sad
من كثر ما  بالويكند ما جاني نوم .,happy
"RT <USER> الرافضي قائد شرطة بابل يعترف بقتل ستة من اهل السنة بدون محاكمات ،دولة مليشيات  ة، كل سني هو ارهابي بنظرها. <URL>",disgust
RT <USER> ليس كل رتويت يعني الموافقة على المحتوى قد تكون متعجبًا من الطرح او معترضًا او مذهولا وتود ان يرى الاخرين ما رايت !!,surprise
"مستحيل تخذلونا،واحنا متفائلين فيكم وانكم رح ترعون علي،لا تخيبون املاً فيكم 🙏💜💜💜💜 <USER> #طالبينك_يا_الدخيل_للعود #علي_الهمش",anticipation
RT <USER> رفعت راسي من ثقه وانت مذهول ما هو غرور ولا يجي فيك وسواس رفعته لربي وانا دآيم . . . آقول الله له المنة . . . ولا منة ا…,surprise
لعبة #الاهلي ال ةاكلها اللاعب   المولد فاللاعب ملك نادي #الإتحاد اللاعب سيوقف وهذا مبتغى الاهلي ال ,disgust
<USER> اخوي ممكن تشوف الطلب شصار عليه رقم الطلب 4017874872  ان الموافقة ماتجي بسرعه والتفويض بينتهي بكرا في الليل,fear
RT <USER> صورة للقائد الحقيقي .. انا متفائل كثير باذن الله #خليجي22 للسعودية 💚#بشووووووووت <URL>,anticipation
RT <USER> “<USER>  ١٠٠٪ اني راح اموت و محد سوا لي كذا 🐜💔 <URL>,trust
<URL> مشارك يثير ذهول لجنة تحكيم Big UP,surprise
<USER> يا جدع متخافش انا متفائل فشخ هم اتعودوا على المفشخة اللى بنعملها فيهم,anticipation
<USER> <USER> ههههههههه يمكن انتي الدبيه 😉  من نفسي اني رشيقة 😉😂😂,trust
<USER> <USER> <USER> <USER> <USER> <USER> صحيح كنا  ين بشار وكان يستاهل بس للاسف,anticipation
<USER>   قبل شلقم وقبل المباراه <URL>,anticipation
 من شىء ما,fear
"RT <USER> تدفع مالايقل عن ٨٠ دينار في الجمعية ومقابلها عربانات مكسرة و ة، بضائع مكدسة بإهمال، ثلاجات ضعيفة التبريد، عمالة ريحتهم طا…",disgust
دآخلي بركان ثائر لا يهدا ولا يكن .. دآخلي يتالم بشده .. لك الحمد يا الله  .. #بقلمي,sad
هاردلك للجزائر كنا  ين قوة هجومية اكبر من هيك ..بس لسا الامل موجود #فيفا_لاجيري,anticipation
" ، اخاف افقده !",sad
RT <USER>  لين ما اتخرج.”,sad
لا دة  جدا كدة,anger
"""<USER> هو مينفعش تعملي الكوفر بتاع اغنية """" ماي بروكن ايز هارت """"   انك فوكال بتاعك يخليكي تعملي الاغنية حلو فشخ :D""",trust
  زية بظبط انا انهردى هتجوز <URL>,happy
<USER> وانا متفائل إني في يوم رح اقابلك وتلبي لي رغبتي. كان ودي تطول المقابلة اكثر من كذا. النظر لك يبعث الطمانينة للقلب.,anticipation
<USER> ياحبيبتي مانّا بمثلكم جمهورنا   من ناديه ومستحيل يسوي هالشئ حتى لو انهزم بيوقف معه حققنا شي كبير ماوصلتوا له انتو ؟,trust
"RT <USER> المشكلة مو في إنك تفقد الإحساس، المشكلة في إنك تكمل دراسة وحياة ونفسك مسدودة، وبس  ، ابي المسمى لهذي الحالة.",disgust
الارض مو شايلتني من كثر ما  عشاني ختمت القران😩💜💜💜💜,happy
<USER> هههههههههههههههههههههههههههههههههههههههههههههههههههههه لا  انتس امز منهم كلهم 🙊,trust
<USER> انا اقدر اغير تفكير اي شخص في بعض الاشياء بس شخصيته ماتتغير  يعني مثلا هو بطبعه   غصب اخليه شخص هادي؟ هذا شي مايقدر يتحكم فيه,anger
"الزمالك هيكسب وبنتيجة كمان،انا متفائل ✋😂😂#إسلام_طارق_بيقولك_توقعاتك_ايه_للقاء_الاهلي_والزمالك",anticipation
<USER> <USER> <USER> <USER> <USER> <USER> <USER> <USER> <USER> انا متفائل بالفوز بكرا بس يحتاج مساندة الجمهور,anticipation
RT <USER> هذا نموذج من روايات العهر اللغوي!قبحكم الله..وسوّد وجوهكم على هذا المداد ال !انتم عار!انتم عار!انتم عار! <URL>,disgust
<USER> يسعد صباحك بكل خير نجاح وفرح وسعاده ومثل ماكنا  ين واحلى بكثير بعد احلى كانت واحلى طله وبرنامج روووووعه ياملكه الا الامام💃,anticipation
RT <USER> زين   =  = انت   = انتي  = امي  = اوباما   = العالم   <URL>,happy
<USER> <USER> عمو إﻻخالاوكي قلتوا لي وش فكرة الكليب  إن عبدالله بيغني في هذا الكليب((مخرج 15)),anticipation
"""الليلة قد يخسر فيديو 'Famous' امام فيديو بيونسي"""" Formation,لكن لا استطيع ان اكون  ،انا اتمنى لها دائماً الفوز"""". <URL>""",anger
<USER> اي والله صادق مثلي انا واخوي جيناهم م خلينا شي م سالنا عنه وبعدها طلعنا   وقتها بغى يجيهم انهيار  😂😂,anger
"بعض العلاقات اللي قطعتها انا راضية تمامًا عنها، و الحمدلله يارب.",happy
RT <USER>  بوئس فيروز لما كانت واقفة ع المفرق من الصحو و ما حدا نطرها,sad
#غضبكم_وصلنا_وسيصلكم_فعلنا من ناحيتي المره ذي انا متفائل ننتظر و نشوف 🚶.,anticipation
  لانني بعت ذاتي لِحلمي ولم ابقي شيء لي,sad
الملخص كان نور الانقاذ بالنسبة لي وذاكرته و تمامًا انه بيجي وجا!,trust
يا رب .. انا مش هدخل في علاقات تبقي   عليها زي دي .. بس انا عايز فلوس كتير اتفسح و اسافر برا,anger
<USER> و كذالكتعرفين ذك إلى تشكيله و كنج تتسابقين معاه تماما نفس الجوويعني تقوليله مانمت يقولج انا بعد مدري منو متحديه😂,sad
<USER> انا راضية اكون كلبة تحت رجلك كيريتو ساما *الحس رجلك*,happy
انااا مخي.. مرة ذكي....مرة غبي.. مرة حنون... مرة   مرة  ...مرة نكدي.. مرة شيخ....مرة شيطان.. انت وحظك حسب الي مستلم الشفت..,anger
<USER> ماكنا  ين المستوى ذا ي ابو بدر سلم على غرم العمريادم البرناوي,anticipation
RT <USER> الناس كلها  وقريب تبكيو وقريب انزغرت 😂,happy
"RT <USER> ارسين فينغر عن دفعه لـ مورينيو :لقد كانت دفعه خفيفه , انا نادم ؟ لا , على ماذا علي ان اندم ؟ <URL>",sad
RT <USER> اوباما :بصراحه الشثري ماكنا  ينه يخربها لها الدرجه احنا اصبحنا عند الدوله مسلمين على كلامه لذلك يستاهل حذاء البابا تك…,anticipation
"""  ان وزارة التعليم المغربيه مسويه مقرر للطالبات اسمه """" كيف تخرفنين السعودي ؟ """" ، مو معقوله ثلاث ارباع السعوديين يحبون المغرب ! 🙇""",anticipation
RT <USER>  لاني مب  من الامتحانات.🌚,fear
على ما اني خلاص ماعاد اشوف صديقاتي على اني مستانسه ان في ناس ماعاد اشوفهم 👋.,sad
"يا النفسسسيه الشيمه ، غصبن تحزن عمرها و تجيب سوالف حق عمرها ع اساس شوفوني  اشفقوا علي كلموني هه وابويه عليش وين الباكور عن ظهرش بس.",sad
RT <USER> <USER> احمد بن   يقوم بمهام  في الكذب ويزور الصور بكل وقاحة مساند للحملات الموجهه للسعودية <URL>,disgust
"<USER> ماخاب ظنيّ فيك   إنك اطهر قلب في عمري لقيته💜،احبج😪💖!!",trust
<USER> ايه ايه دخيلك شيون اه بس تصدقين  ع نفسي من تحديثاته ماني خلق اصارخ و اقطع شعري لاجل هالشي بس فدوه المهم هو يفتح انستقرام,fear
RT <USER> آغلب امهاتنا ما قد قالو لنا -احبك- ومع ذلك كلنا  ين مليون بالميه من مكاننا في قلوبهم ترى الحب الحقيقي احساس يوصلك بدون كلام.💭💜,trust
"RT <USER> الاغلب ,امهاتنا ما قد قالوا لنا -احبك- ومع ذلك كلنا  ين مليون بالميه من مكاننا في قلوبهم ، ترى الحب الحقيقي احساسه يوصلك ب…",trust
RT <USER> اللهم اجعل هذا الشهر شهرفرج ونصر لاحرار اﻹمارات وللامة العربيةوللمسلمين اجمعينربي إنا  ون بك متفائلون بنصر من عندك فعجل…,trust
<USER> الله يسمع منك و فيهم وان شاءالله,trust
مريم نستني  ولا كان من زمان 😟 صح ولا ؟ <USER>,trust
RT <USER> اديسون حين عرض اختراعه لاول مرةفي البيت الابيض بلغ الذهول بالرئيس الامريكي حدالدخول لإيقاظ زوجته المريضةوإخبارهاان اديسون …,surprise
"RT <USER> 60شهيد ياعالم ياناس!بإلقاءبرميلين على حي السكري،الطيار ابن الملة ال ضرب الاول ثم انتظر ليجتمع الناس وضرب الثاني <URL>",disgust
RT <USER> شكلك لما اليهال يمصخرونك بالزواره وانت تقولهم بس عاد ترى   <URL>,anger
RT <USER> ياحب حيرت العيون0يكفي من الحيره0  اجرحك بالظنون0  من سبت الغيره0  كل يوم معي لك حال0ويش غيراحوالك0طولت عليك البال …,fear
RT <USER>   جداً لان علاقتي بالنوم اصبحت سيئه .,sad
"""<USER> اردوغان: مداهمة وسائل اعلام هو رد على خطة  ة"""" <URL> <URL>""",disgust
" طول ما انتي بعيدّه، صدقيني.",sad
RT <USER> لما انا مش شيخ ..ولافلتان ..لما انا مش فايق ..ولا سكران ..وساعات يتهيالي ..إن   ..,happy
RT <USER> <USER> بجد  لما يخرج الكلام دا من ناس المفروض انها عامله فيها بتحب البلد لكن هما اول ناس بيحاربوها بالاشاعات,sad
معلش انا غلطت فيكي اصلي ساعات ببقي #  =قصدك بتبقي ابن كلب وسخ😂 نعم. 😏 =معلش اصل ساعات. # ببقي قليله الادب 😂,anger
قلتيلي  ان محد يحبني قدك ورجعتيلي كل شي بس رحتي.,trust
RT <USER>  على خيالي اللي مليان اشياء مستحيل تصير بالواقع.,sad
<USER> دكتور انا عندي قولون   على كلام الدكاتره طبعا من اكثر ٥ سنوات لكن اليوم لعب فيني الوسواس -١,anger
<USER> <USER>   عليه انا الغلطانه دافعت عنه 😒,anger
ابغا اضحك علي بس لا  مبضحك,sad
"RT <USER> <USER> حلمت إننا فى دبى وركبنا مراجيح وطلعنا فى برج عالى ومسكنا إيد بعض رفعناها وقُلنا عاش ، وقعدنا نرقص وكنا  ي…",happy
"RT <USER>   على الكويت توصل فيها مرحلة ،، تفتر على كورلا وترقص على اغاني عراقيه",fear
#MohammadChahine المغاربة ناس دواقة داكشي علاش كنشجعوك صوتك واعر و انت ضريف بزاف ربي مهيخليكش نوض بكري و رجع شاهين لي ضحكتو كتخلينا  ين,happy
"""دلعيني بجعفره او زليخه او زرادية حتى مفك او شاكوش انا راضية؟ بس لا تقولين لي """"بشورة""""بشروك بمبشره""",happy
<USER> ام عزيزماكنا متفائلين ونعلم حقيقة مستوانالان المؤشرات كانت جدا واضحة <URL>,anticipation
يتوحدُ النظر بگ فتخرُس آحرفيّ ذهولآً,surprise
RT <USER> #تاهل_الشاعر_ممدوح_الدعجاني_لمرحلة_100_بشاعر_المعنىالف الف مليون مبروكحنا كنا  ين التاهلوان شاءالله مراحل متقدمهمبروك…,anticipation
RT <USER> المدلي يؤرخ تراث القطيف ب 51 صورة تراثية في ”واحتنا  ة“: اقام مسرح الحي القطيفي بمهرجان واحت... <URL>,happy
#슈파주니어  جدًا بشغل الالف وتعبهم وبشهره السوجو بس م عندي من الثقه قطره ب الاس ام وخدعها .. اتمنى بس م ينلعب ب المشاهدات !#MAMACITA,trust
RT <USER>  جداليس لدي اصدقائياعمل معهم لماذا دائم انا لوحدياين اذهب,sad
"<USER> آميـن ،ويجزاك الف خير وكل حبيباتي بنات بداية اللي  مهما غلطوا تبقى قلوبهم من اطهر القلوبويسمعوا للنصح والتذكير#التكية",trust
RT <USER> #مصر | #عاجل : #السيسي : شكر خاص لمنافسي حمدين صباحي واتطلع لمواصلة جهده في مرحلة البناء المقبلة<URL>,anticipation
<USER>  ميه بالميه انهم يوم دروا ان عندنا دوام بكرا قالوا خنوسع صدورنا واحنا هنا نشتكي💀😂,trust
RT <USER> <USER> قبل لا تنامين بقول لك! اقرئي سيرة الرسول عليه افضل الصلاة والسلام ورح تعرفين ليش  من كلامها بقوة.. وان…,sad
يالله يالي لغيرك ما ارتفع كفيياللي خلقت البشر والنار والجنه طالبك رزق يسد النوب ويكفي عن حاجة الناس والحقران والمنه”,surprise
<USER> والله لا رمضان ولا غيره اطقع مااشوف الزم ماعلي زعلي &gt;لازم احلل ام الزعل هذا  ع حبيبي وإلا في امل اكلمه عشان رمضان طز فيه,sad
عن كل مره بتاكد ان اى حد بيجيب في سيرتىوحاططنى في دماغهماهو الا غيران منى :) وهيموت منىعشان  ان انا... <URL>,trust
"""RT <USER> #لن_ننسى هجوم رجال الدين في القطيف على مهرجان """"واحتنا  ة"""" منددين بالموسيقى في وقت احوج ما نكون للتنديد بالتطرف!<URL>""",happy
<USER> رانا نقولوا ركزي في هدفك العلاقات مش راح دوم حنا  ين بيها وعجبتني كي دخلت في حالها فور,happy
RT <USER> <USER> الا والله يحتاااج الا النت مقدر استغنى عنوو بس رايقة لا تخااف وبقولكك انو ا ب الفوز مو بس  الا مت…,trust
"RT <USER> لاننا  ين بالله ، حنا راضين بقضاءه.",trust
RT <USER>  باي لحظه ان اقرب الناس لي بيصيرون هُم و الغريب واحد.,anticipation
  وبالي مش واسع واكره مانكره واحد يعكرلي مزاجي وهو اصلاً بابسط شي يتعكر,anger
قطعت حبل الوصال و آنا   إني مو خسران !!👌,trust
RT <USER> #زيجات_السعوديات_باجانب_ناجحةهذا ال  لايظن انة يشهر بالسعوديات فقط بل بامة وخواتة وصلت فية التشهير ببنات بلدة ؟!! <URL>,disgust
RT <USER> وحشتيني رنوشتي وهي بتغني ع مسرح #ليله_انسواخيييييرا هنشوفها بعد بكرهكم  😍#RanaSamahaTeam<USER> <URL>,happy
RT <USER>  ان هيجي يوم بنتي تعيش في مستوي احسن من اللي عيشت فيه مليون مرة وهتشوف البلد احسن من ما انا شوفتها,trust
RT <USER>  جدآ جدآ جدآ,sad
<USER> لا يا عم   لاعمل تجاوزات انا مش هحتفل ههههههههههه,fear
"RT <USER>   لانني بعت ذاتي لِحلمي ولم ابقي شيء لي ،",sad
RT <USER> حاليا..شاب يخرج سكين “حربة”بسيارة خليجية في الاشارة الضوئية مقابل مستشفى الجهراء وامام ذهول الناس ويحاول قتل اخر ..,surprise
RT <USER> ليه متى وانت بعيد .. والمسافه بس تزيد ..   في بعادك ..يحتويني حب جديد ❤️!!,fear
"<USER> ازعجتك ياغاليه ولكن المعلمه لن تقتنع الا بتعميم واضح ،،اريد ان اتكلم معها و لان مشرفتها رافضه مساواتها بالمعلمات",trust
ي الله من الصباح و مدري ليه وفجاه توي ادري ان شخصين غالين بيزوروني ذا الشهر❤️عجزت اوصف فرحتي سنتين م شفتهم م تعودت اغيب عنهم كذا,happy
تناسيته م عدت اسال واعتبرته ذكرى ماضيه وبعدها عشت في دنياي وانا شايل همي وياي اتحاشى الناس والكلام و  من اللي جاي ',fear
"RT <USER> في فرق بين الضحكه و الفرحه، كلنا بنضحك بس مش كلنا  ين",happy
ما   يا حسن انك بتطلع من النادي ونحنا  ين عليك ..,sad
بطاريتي خربت 😧😧😧😧😧😧😧😧  ه,sad
"RT <USER> ''ㅤㅤㅤㅤㅤㅤ ㅤㅤㅤㅤㅤㅤ ㅤㅤㅤㅤㅤㅤ كفاك بعاد ،  !يجي يوم ..وامر جنبك و لا اعرفكتخيل عاد ؟… <URL>",fear
جمهور الاتحاد انا متفائل بالفوز امام الاهلي وتذكروا كلامي هل تذكرون هدف هزازي الذي حرم الاهلي الدوري احضروا كاعادتكم فلن ترجعون خايبين!!,anticipation
RT <USER> لندن مذهولة من عرب جلسوا يدخنون الشيشة وسط الشارع <URL>,surprise
لو تحس بفرحتي الداخليه نتيجة كلام منك حيصيبك ذهول من ”برودي الوهمي“..,surprise
نجمتى بتبرق عشان  😍 ♥,happy
RT <USER> <USER> <USER> <USER> هش هش الوعد الليله واتحمل الطقطقه اللي بتجيك😂😂و ثمين  ثمين  ان الهلال بفوز ان …,trust
ناوين ترجع حبيبي تعتذر عن كل شئ بس   تجيني ~~ متلاقي فيني شئF.16,fear
سبق/ #السعودية: مؤذن يلقى ربه بعد رفعه الاذان الاول في جامع بالطائف اليوم الجمعة وسط ذهول المصلين.,surprise
"RT <USER> انا مش   عشان السيسى كسب،   عشان افضل بطولة فى العالم بعد 9 ايام😍😍😍",happy
RT <USER> ابراهيم البلوي :   المولد (( ولدنا )) ..وكنا  ين من النجاح <URL> <URL>,trust
عائلته غزية اصيبت بالذهول : عامر اسليم استشهد منذ 10سنوات ومازال جسده كما هو #غزة,surprise
RT <USER>   الناس اللي بتحفر قناة السويس الجديدة الرمل اللي يشيلوه من الحفر يرموه ف القناة القديمة ..,fear
RT <USER> <USER> خلينا متفائلين احسن,anticipation
لا بس  اني اتغيرت.,happy
"انا اصاب بحالة ذهول **من اللي يتصيدون عالناس وخاصة بتويتر *ولكم امتى تفهمون ان عالم افتراض،ا ف ت ر ا ض ي*",surprise
"<USER> نسقُط مذهولين وتتكَسّر امآمنآ كُل مرآيآ الوفآء حينَ يَخذُلنآ شخّصْ كآن فِـ يومٍ من الايآم رمزللوفآء ،للحبّ ،للسَعآدة`",surprise
RT <USER> كيف لي ان احزن و انا اثق بربي ان يجعل لي امري كله خير ؟ الم يقل ادعوني استجب لكم ؟ الم يقل للشيء كن فيكون ؟ #الله_ربى…,trust
RT <USER> + يصير اخذك بحضني و اقولك احبك قد ما   افقدك قد ما انا محتاج اشبع منك ',fear
"""حيل  من الـدنيا عليڪِ ~وانـت مـو خايـف مـن غيـابگ عـلي """"""""""",fear
<USER> <USER> <USER> لما يصدر حكم البراءه امدحني و  بسهولة القضيه لنا القانون يسمح بتغاضي عن من معارك الصحه بسبب (يتبع),trust
"""RT <USER> اقدر اقولها لك و ، انا غير عنهم كلهم """" تنكر؟؟""",trust
احبك يا 💕 <URL>,disgust
RT <USER> <USER> والله ياصاحبي عندنا اعلام   يعني سواء لعب المنتخب والا لاتعصب اعمى انا هلالي لكن حسين افضل ظهير بالسعوديه…,disgust
<USER>   انا اكره السياسة &gt;&gt; باسلوب سنفور   😒,anger
ودي اقول لناس القليلة الادب لما تقلون ادبكم وتتواقحون واسكت مو  او ماعرف ارد بس اشوف ادبي وتربيتي اعلی من رد عليكم ...اوف,fear
على صفحات العيون   󾌧 قد كتبت لمئات المرات   #⃣ الحب في تلك الكلمات    ♥♡   من نفسي   󾌠 لماذا انا عاجز عن... <URL>,anger
<USER>  ع اللي ماتو,sad
<USER> اذا كان وزير الاوقاف اللى كنا  ين بشجاعته سمح للسلفيين تانى باعتلاء المنابر للرد على فكر داعش 😏,happy
عامة انا لما بتعصب ببقي   جدا.,anger
" ان صوتي احسن من صوت مروى،لحد يناقشني 👏",trust
  ليا طاح الجمل تكثر سكاكينه..وانا ما عادت اضلوعي تحمل طعنة السكين,fear
"RT <USER> <USER> شخصية إتحادية تحظى  بية كبيرة،، اسفت لاني لم اتعرف عليه إلا مؤخراً واتطلع لمقابلته قريبا بمشيئة الله ،، تستحق …",anticipation
"RT <USER> <USER> هو  اوي انك بتقوللي حاجات Specific مع اني مش متخصصة .. بس اهم حاجة عجبتني ان فيها فرحة،حالة..تمشي و…",happy
RT <USER> العيد من دونك يايمه ماهو عيد الله يرد لك وعيك يااميمتي عاجلا غير اجل وكل عام وانتي بخير الغاليه يارب اننا  ون بقدرتك …,trust
<USER>  يافندم ان مفيش حد يقدر يكسر البلد دي ان شاء الله,trust
 على هالصبر اللي صبرته بيصير شي يثلج صدري .. و يارب 💭.,trust
"كنت يمّك ، اذكر اللحظة تضمّيني و  اضمك .",fear
RT <USER> كلنا كنا  ين هذا ايفون ٦ بس للاسف انخدعنا😂😂 <URL>,anticipation
انا مش عارفه انتم  ين ليه احنا كنا  ين قتل وتفجير اكثر من كدا وكله بفضل#الجيش_المصري_والشرطه_الرجال وبرضو#مش_هنخاف_ومكملين,anticipation
<USER> ههههههههه لا محمد انا ال  هذا ما حبه بس ترا الاصبع السباب مو قاعد يصوبع :),disgust
ذهول وبكاء لجماهير البرازيل في المدرجاتالنتيجة غير  نهائيا حتى من اكثر المتفائلين من الجماهير الالمانية <URL>,surprise
الملياردير نجيب ساويرس :   لاستقالة خالد حنفى وزير #التموين السابق  #مصر,anger
<USER> <USER> بصي ياداليا   وبارد ف نفس الوقت وده اوبشن جديد ف السوق والله واسالي بره 😎😂😂😂,anger
"RT <USER> حكم عقيم تحكيميا ، حكم كلب ابن كلب ، حكم جميع الكلمات ال لاتوفيه حقه ، صفر لياقيا والكرش تبت له #الهلال #النصر h…",disgust
ههه واحد قاليهم في الاولى بمناسبة عيد العرش حنا  ين و سعدانين -_-,happy
"RT <USER> اكره فئه من البنات اللي اهتموا فيني محد يحبني  بموت،الله يشغلك بنفسك كفايه درجة الحراره واصله 48.",sad
" :( ،شاحني الاصلي قرب يموت 😭💔💔.",sad
<USER> كلي زق بس.. هاه جعلتك في ذهول الحين!,surprise
RT <USER> #اضربني_يا مينا اضربني كف #انا منضربتش_من زمان#اضربني يامينا عوز اتوب ادوب # ة_ انام_ لوحدي #انا صفرة من جوة …,fear
"RT <USER> مو بس احنا  ين بالالبوم، هاري   فيه اكثر مننا ... <URL>",happy
<USER> هو ايه النظام انت مديرة فين بالظبط   تكونى مخابرات,fear
<USER> ا  شعب اكرهم من زماااانمستحيل تلقى مصري او مصريه لسانهم نظيفمنبع القذاره,disgust
"RT <USER> نحن بحاجة للخلافات احيانا لمعرفة ما يخفيه الآخرون في قلوبهم، قد تجد من يجعلك في ذهول ! وقد تجد من تنحني له [تقبل راسه] احتر…",surprise
"  من المستقبل البعدينيطيح الحب مع دمعك، ولا يرقاوتاخذْك الليالي في حضنْها لينشوي شوي تتعوّد على الفرقا",fear
<USER> امين ويفرحك بعمركو دائماًبهملك الحمد احس انهم متميزاتمن كثر ماشوف من اعمالالخير منهم,happy
  للحدود السما والحمدالله💞..,happy
يارب بشرنا بجمال ايامنا القادمه واجعلنا  ين بك متوكلين عليك ❤️,trust
RT <USER> تقول لنفسك نفسي اعيش يوم   .. وتقول   لما تنبسط .,fear
RT <USER> <USER> <USER> وبصراحه  من نفسيمايزعل الا الي ماعنده ثقه في نفسه,trust
RT <USER> <USER> ماانزل نفسي لمستوى الخنازير نشرت حسابك وابشر بالتهكير ياكلب تفووووو عليك وعلى كل خنزير   هذا مستواكم ht…,disgust
