tweet,label,clean_tweet,clean_tweet_no_stop,clean_tweet_lemitized,clean_tweet_stemmed,lexicon_score_anger,lexicon_score_fear,lexicon_score_joy,lexicon_score_sadness
لعل ابي مُخلد في الجنه لعلهُ مسروراً بلقى الرحمن,joy,لعل ابي مخلد في الجنه لعله مسرورا بلقى الرحمن, ابي مخلد  الجنه لعله مسرورا بلقى الرحمن,ابي مخلد الجنه لعله مسرورا بلقى الرحمن,ابي خلد جنه لعل سرر لقى رحم,0.0,0.0,0.0,0.0
افتح خزائن ذكرياتك شوف الصور هتلاقي قلبك يرتعش حب وشجن 😂 😂,joy,افتح خزائن ذكرياتك شوف الصور هتلاقي قلبك يرتعش حب وشجن  ,افتح خزائن ذكرياتك شوف الصور هتلاقي قلبك يرتعش حب وشجن  ,افتح خزائن ذكرياتك شوف الصور هتلاقي قلبك يرتعش حب وشجن,فتح خزن ذكر شوف صور هتلاق قلب رعش حب وشج,0.0,0.0,1.375,0.0
#معهد_الفتيات\nشكراً لها عندما تعبنا أمسكت بنا و قوتنا \nجزاها ربِ كل خير على ما تقدم لإسعادنا ❤️\nكتب بحب لـ #أمل_محمد_الفراج\n@amal_alfarraj,joy, معهدالفتياتشكرا لها عندما تعبنا أمسكت بنا و قوتنا جزاها رب كل خير على ما تقدم لإسعادنا كتب بحب لـ  أملمحمدالفراج, معهدالفتياتشكرا  عندما تعبنا أمسكت   قوتنا جزاها رب  خير   تقدم لإسعادنا كتب بحب لـ  أملمحمدالفراج,معهدالفتياتشكرا عندما تعبنا أمسكت قوتنا جزاها رب خير تقدم لإسعادنا كتب بحب لـ أملمحمدالفراج,معهدالفتياتشكرا عند تعب امس قوت جزا رب خير قدم إسعاد كتب بحب لـ املمحمدالفراج,0.0,0.0,0.7809999999999999,0.0
@3bo9x1 قد ايش حماسي دا الفيلم😍❤❤.,joy, قد ايش حماسي دا الفيلم,  ايش حماسي دا الفيلم,ايش حماسي دا الفيلم,ايش حمس دا يلم,0.0,0.0,0.0,0.0
#اهداء من #المحب_العنيد ⚶ ⚶ للمبدعه والمتالقه #حنين 👑 👑 بمناسبة#وصولها ☽#50k☾ 🐥 🐥 الف مبروك شاهدين لكي بالخير طيروها,joy, اهداء من  المحبالعنيد   للمبدعه والمتالقه  حنين   بمناسبة وصولها     الف مبروك شاهدين لكي بالخير طيروها, اهداء   المحبالعنيد   للمبدعه والمتالقه  حنين   بمناسبة وصولها     الف مبروك شاهدين  بالخير طيروها,اهداء المحبالعنيد للمبدعه والمتالقه حنين بمناسبة وصولها الف مبروك شاهدين بالخير طيروها,هدء محبالعنيد بدع تلق حنن نسب وصل الف برك شهد خير طيرو,0.0,0.0,0.469,0.0
كل سنه وانتي بخير ياقلبي وكل سنه وانتي سعيده يارب 😍 ❤️ 🎈 🎈,joy,كل سنه وانتي بخير ياقلبي وكل سنه وانتي سعيده يارب    , سنه وانتي بخير ياقلبي وكل سنه وانتي سعيده يارب    ,سنه وانتي بخير ياقلبي وكل سنه وانتي سعيده يارب,سنه ونت بخر قلب وكل سنه ونت سعد يرب,0.0,0.0,0.547,0.0
وقت يجي الفرح #افرح حتى لو لحظة لانك ما بتعرف امتى يدق الحزن بابك اصبحنا واصبح الملك لله 🌷 😍 😊,joy,وقت يجي الفرح  افرح حتى لو لحظة لانك ما بتعرف امتى يدق الحزن بابك اصبحنا واصبح الملك لله   ,وقت يجي الفرح  افرح   لحظة لانك  بتعرف امتى يدق الحزن بابك اصبحنا واصبح الملك لله   ,وقت يجي الفرح افرح لحظة لانك بتعرف امتى يدق الحزن بابك اصبحنا واصبح الملك لله,وقت يجي فرح فرح لحظ لنك عرف متى يدق حزن ببك صبح صبح ملك لله,0.5,0.375,1.848,0.8640000000000001
@RawanMirza ربنا ما حيحملك فوق طاقتك اطمني لانو ربنا عارف ايش في قلبك الله يهونها عليكي ويعوضك بالفرح القريب❤️❤️❤️❤️,joy, ربنا ما حيحملك فوق طاقتك اطمني لانو ربنا عارف ايش في قلبك الله يهونها عليكي ويعوضك بالفرح القريب, ربنا  حيحملك  طاقتك اطمني لانو ربنا عارف ايش  قلبك الله يهونها عليكي ويعوضك بالفرح القريب,ربنا حيحملك طاقتك اطمني لانو ربنا عارف ايش قلبك الله يهونها عليكي ويعوضك بالفرح القريب,ربن حيحمل طقت اطم لنو ربن عرف ايش قلب الل يهن علك يعض فرح قرب,0.0,0.0,2.023,0.0
@sarasayed282 وانت ماشي في مصر عارف انها فرحانة بيك 💜,joy, وانت ماشي في مصر عارف انها فرحانة بيك , وانت ماشي  مصر عارف انها فرحانة بيك ,وانت ماشي مصر عارف انها فرحانة بيك,ونت اشي مصر عرف انه فرح بيك,0.0,0.0,0.924,0.0
هابي بيرثداي 🎈 سنه سعيده يارب و كل ايامك حلوه مثلك ✨ ❤️,joy,هابي بيرثداي  سنه سعيده يارب و كل ايامك حلوه مثلك  ,هابي بيرثداي  سنه سعيده يارب   ايامك حلوه مثلك  ,هابي بيرثداي سنه سعيده يارب ايامك حلوه مثلك,هبي رثد سنه سعد يرب يمك حله ثلك,0.0,0.0,0.0,0.0
يـارب هالفجر جايب معاه كل خير وسعاده وتوفيق يارب آختبار آجمل مما نتوقع استودعنا كٌل شي عندك وانتّ خير حفيظ 💌🎈.,joy,يـارب هالفجر جايب معاه كل خير وسعاده وتوفيق يارب آختبار آجمل مما نتوقع استودعنا كل شي عندك وانت خير حفيظ ,يـارب هالفجر جايب معاه  خير وسعاده وتوفيق يارب آختبار آجمل  نتوقع استودعنا  شي عندك وانت خير حفيظ ,يـارب هالفجر جايب معاه خير وسعاده وتوفيق يارب آختبار آجمل نتوقع استودعنا شي عندك وانت خير حفيظ,ـرب هالفجر جيب عاه خير سعد وفق يرب خبر جمل وقع ودع شي عند ونت خير حفظ,0.0,0.0,1.138,0.0
انا لما طيرت الطيارة كنت فرحان فشخ,joy,انا لما طيرت الطيارة كنت فرحان فشخ,انا  طيرت الطيارة كنت فرحان فشخ,انا طيرت الطيارة كنت فرحان فشخ,انا طير طير كنت فرح فشخ,0.0,0.0,0.924,0.0
شبابه حلو والله ومجنون ودمه خفيف احب مسلسلاته القديمة,joy,شبابه حلو والله ومجنون ودمه خفيف احب مسلسلاته القديمة,شبابه حلو والله ومجنون ودمه خفيف احب مسلسلاته القديمة,شبابه حلو والله ومجنون ودمه خفيف احب مسلسلاته القديمة,شبب حلو ولل ومج ودم خفف احب مسلسلاته قدم,0.0,0.0,0.625,0.0
لا تخاف العمر يمضي وخلك طروب ان كبرنا يرجعناا حنين الصبا راح نبقى سوى رغم اختلاف الدروب شاءٓ من شاء يا خلي وابىٓ من ابى,joy,لا تخاف العمر يمضي وخلك طروب ان كبرنا يرجعناا حنين الصبا راح نبقى سوى رغم اختلاف الدروب شاء من شاء يا خلي وابى من ابى, تخاف العمر يمضي وخلك طروب ان كبرنا يرجعناا حنين الصبا  نبقى  رغم اختلاف الدروب شاء  شاء  خلي وابى  ابى,تخاف العمر يمضي وخلك طروب ان كبرنا يرجعناا حنين الصبا نبقى رغم اختلاف الدروب شاء شاء خلي وابى ابى,تخف عمر يمض وخل طرب ان كبر رجع حنن صبا بقى رغم خلف درب شاء شاء خلي وبى ابى,0.6,0.0,0.875,0.0
خطيئتي و صوابي أنني أحبتك أكثر من نفسي 💘 #شوق #حب,joy,خطيئتي و صوابي أنني أحبتك أكثر من نفسي   شوق  حب,خطيئتي  صوابي أنني أحبتك   نفسي   شوق  حب,خطيئتي صوابي أنني أحبتك نفسي شوق حب,خطئ صبي انن احب نفس شوق حب,0.0,0.0,0.828,0.594
#حائل #حكم #تفاؤل #سعاده #راحه كونوا دائما متفائلين ف 💝 ربنا 💝 -عزوجل- عند حسن ظن عبده به 😊,joy, حائل  حكم  تفاؤل  سعاده  راحه كونوا دائما متفائلين ف  ربنا  عزوجل عند حسن ظن عبده به , حائل  حكم  تفاؤل  سعاده  راحه كونوا دائما متفائلين   ربنا  عزوجل  حسن ظن عبده  ,حائل حكم تفاؤل سعاده راحه كونوا دائما متفائلين ربنا عزوجل حسن ظن عبده,حئل حكم فؤل سعد رحه كون دائ فائل ربن عزوجل حسن ظن عبد,0.0,0.344,0.0,0.0
عايز أقول لحضرتكم اني اكتشفت أظرف مسلسل كوميدي في رمضان!\n#الجزيرة_الاخبارية\n#ضحك_مستمر\n#SayonaraQatar,joy,عايز أقول لحضرتكم اني اكتشفت أظرف مسلسل كوميدي في رمضان الجزيرةالاخبارية ضحكمستمر ,عايز أقول لحضرتكم اني اكتشفت أظرف مسلسل كوميدي  رمضان الجزيرةالاخبارية ضحكمستمر ,عايز أقول لحضرتكم اني اكتشفت أظرف مسلسل كوميدي رمضان الجزيرةالاخبارية ضحكمستمر,عيز اقل حضر اني كشف ظرف سلسل كوميد رمض جزيرةالاخبارية ضحكمستمر,0.0,0.0,0.0,0.0
كمية احساس وطرب زي السياره لما تعبيها فل 😍 ❤,joy,كمية احساس وطرب زي السياره لما تعبيها فل  ,كمية احساس وطرب زي السياره  تعبيها فل  ,كمية احساس وطرب زي السياره تعبيها فل,كمة حسس طرب زي سير تعب فل,0.0,0.0,0.875,0.0
صباح الفٌل، بعد حديثك عن أزهار الفٌل، مررتٌ على مشتل و سألته عنها، بعد رؤيتها زاد حنيني لك و روحي تغير حالها و صار الصمت يغلب علي.,joy,صباح الفل بعد حديثك عن أزهار الفل مررت على مشتل و سألته عنها بعد رؤيتها زاد حنيني لك و روحي تغير حالها و صار الصمت يغلب علي, الفل  حديثك  أزهار الفل مررت  مشتل  سألته عنها  رؤيتها زاد حنيني   روحي تغير حالها   الصمت يغلب علي,الفل حديثك أزهار الفل مررت مشتل سألته عنها رؤيتها زاد حنيني روحي تغير حالها الصمت يغلب علي,لفل حدث زهر لفل ررت شتل سأل عنه رؤت زاد حني روح تغر حال صمت غلب علي,0.0,0.0,1.045,0.0
#مبسوط 😊 وفخور #انا الليلة #شفت نفسي في #التلفزيون 😍 😍 🏃 #بعد-ما-قفلتو 🐸,joy, مبسوط  وفخور  انا الليلة  شفت نفسي في  التلفزيون     بعدماقفلتو , مبسوط  وفخور  انا الليلة  شفت نفسي   التلفزيون     بعدماقفلتو ,مبسوط وفخور انا الليلة شفت نفسي التلفزيون بعدماقفلتو,بسط فخر انا ليل شفت نفس لفز بعدماقفلتو,0.0,0.0,0.516,0.0
فرحة امبارح وفرحة النهاردة 👏❤\nوالله بنسى تعب الامتحانات والمذاكرة والارف \nبمجرد ما بتفرج ع الأهلى والريال 😍,joy,فرحة امبارح وفرحة النهاردة والله بنسى تعب الامتحانات والمذاكرة والارف بمجرد ما بتفرج ع الأهلى والريال ,فرحة امبارح وفرحة النهاردة والله بنسى تعب الامتحانات والمذاكرة والارف بمجرد  بتفرج  الأهلى والريال ,فرحة امبارح وفرحة النهاردة والله بنسى تعب الامتحانات والمذاكرة والارف بمجرد بتفرج الأهلى والريال,فرح برح فرح هرد ولل نسى تعب محن ذكر ارف جرد فرج هلى ريل,0.0,0.0,1.848,0.0
كل الأماني الصادقة والمحبة الخالصة لكم ولمن تحبون كل عام وأنتم بألف خير فطر سعيد,joy,كل الأماني الصادقة والمحبة الخالصة لكم ولمن تحبون كل عام وأنتم بألف خير فطر سعيد, الأماني الصادقة والمحبة الخالصة  ولمن تحبون  عام وأنتم بألف خير فطر سعيد,الأماني الصادقة والمحبة الخالصة ولمن تحبون عام وأنتم بألف خير فطر سعيد,اما صدق حبة خلص ولم تحب عام وأن ألف خير فطر سعد,0.0,0.0,0.469,0.0
ودي ادق عليك وأقول : وين أنت\nودي أحاكيك عن سوالف جديده \n\nلكن كل م تذكرت هالبعد هونت ! \nيمكن فـ: بعدي حياتـه #سعيده,joy,ودي ادق عليك وأقول  وين أنتودي أحاكيك عن سوالف جديده لكن كل م تذكرت هالبعد هونت  يمكن فـ بعدي حياتـه  سعيده,ودي ادق  وأقول  وين أنتودي أحاكيك  سوالف جديده    تذكرت هالبعد هونت  يمكن فـ بعدي حياتـه  سعيده,ودي ادق وأقول وين أنتودي أحاكيك سوالف جديده تذكرت هالبعد هونت يمكن فـ بعدي حياتـه سعيده,ودي ادق أقل وين نود حكي سلف جدد ذكر هالبعد هون يمكن فـ بعد حيتـ سعد,0.359,0.7329999999999999,0.188,0.8069999999999999
الفرح قناعة داخلية اذا ودك تفرح راح تفرح وتكون سعيد والعكس صحيح,joy,الفرح قناعة داخلية اذا ودك تفرح راح تفرح وتكون سعيد والعكس صحيح,الفرح قناعة داخلية اذا ودك تفرح  تفرح وتكون سعيد والعكس صحيح,الفرح قناعة داخلية اذا ودك تفرح تفرح وتكون سعيد والعكس صحيح,فرح قنع دخل اذا ودك فرح فرح وتك سعد عكس صحح,0.0,0.0,2.7720000000000002,0.0
- عيد سعيد ياا اجمل اعيادي ☺❤,joy, عيد سعيد ياا اجمل اعيادي , عيد سعيد ياا اجمل اعيادي ,عيد سعيد ياا اجمل اعيادي,عيد سعد ياا جمل عيد,0.0,0.0,0.0,0.0
عيدك مبارك والسعد فالك وتبقى راس مال يا صاحب ماتكمل الاعياد لين اعايده,joy,عيدك مبارك والسعد فالك وتبقى راس مال يا صاحب ماتكمل الاعياد لين اعايده,عيدك مبارك والسعد فالك وتبقى راس مال  صاحب ماتكمل الاعياد لين اعايده,عيدك مبارك والسعد فالك وتبقى راس مال صاحب ماتكمل الاعياد لين اعايده,عيد برك سعد فلك بقى راس مال صحب مات عيد لين عيد,0.07400000000000001,0.0,0.531,0.9059999999999999
بما ان النهارده كانت اخر ماده وحليت كويس وفرحانه وكدا فأنا محتاجه حد يكمل فرحتي وياخدني يعزمني ع الفطار 💃👏,joy,بما ان النهارده كانت اخر ماده وحليت كويس وفرحانه وكدا فأنا محتاجه حد يكمل فرحتي وياخدني يعزمني ع الفطار , ان النهارده كانت اخر ماده وحليت كويس وفرحانه وكدا فأنا محتاجه حد يكمل فرحتي وياخدني يعزمني  الفطار ,ان النهارده كانت اخر ماده وحليت كويس وفرحانه وكدا فأنا محتاجه حد يكمل فرحتي وياخدني يعزمني الفطار,ان هرد كانت اخر اده وحل كوس فرح وكد فأن حتج حد كمل فرح يخد عزم فطر,0.0,0.0,1.848,0.0
دايما الشب يلي بكون هادي قدام الناس هو الي بكون رئيس العصابة مع صحابه 😜😛\n#بهجت_الاباصيري\n#مرسي_الزناتي,joy,دايما الشب يلي بكون هادي قدام الناس هو الي بكون رئيس العصابة مع صحابه  بهجتالاباصيري مرسيالزناتي,دايما الشب يلي بكون هادي قدام الناس  الي بكون رئيس العصابة  صحابه  بهجتالاباصيري مرسيالزناتي,دايما الشب يلي بكون هادي قدام الناس الي بكون رئيس العصابة صحابه بهجتالاباصيري مرسيالزناتي,داي لشب يلي بكن هدي قدم ناس الي بكن رئس عصب صحب بهجتالاباصيري مرسيالزناتي,0.0,0.0,0.0,0.0
مع هالمساء فرحة سعادة بسمة عافية يجعلها ربنا عني وعنكم ما تغيب ✍ 🏻,joy,مع هالمساء فرحة سعادة بسمة عافية يجعلها ربنا عني وعنكم ما تغيب  , هالمساء فرحة سعادة بسمة عافية يجعلها ربنا عني وعنكم  تغيب  ,هالمساء فرحة سعادة بسمة عافية يجعلها ربنا عني وعنكم تغيب,هالمساء فرح سعد بسم عفي جعل ربن عني وعن تغب,0.0,0.0,0.924,0.0
الشعور المتبادل بين قلبين بتحسه لما تحس ان فيه حاجة مغطياك او حضناك كدة 💔,joy,الشعور المتبادل بين قلبين بتحسه لما تحس ان فيه حاجة مغطياك او حضناك كدة ,الشعور المتبادل  قلبين بتحسه  تحس ان  حاجة مغطياك او حضناك كدة ,الشعور المتبادل قلبين بتحسه تحس ان حاجة مغطياك او حضناك كدة,شعر بادل قلب تحس تحس ان حجة غطا او حضن كدة,0.0,0.377,0.547,0.344
عيد سعيد جميعا كل سنة وإنتو طيبين يارب أتمنى لكم عيد مليء بالأفراح مع اللي تحبوهم ولا مانع من العيديات والشوكلاتات والمفآجات 😍 🎈 🎁,joy,عيد سعيد جميعا كل سنة وإنتو طيبين يارب أتمنى لكم عيد مليء بالأفراح مع اللي تحبوهم ولا مانع من العيديات والشوكلاتات والمفآجات   ,عيد سعيد جميعا  سنة وإنتو طيبين يارب أتمنى  عيد مليء بالأفراح  اللي تحبوهم  مانع  العيديات والشوكلاتات والمفآجات   ,عيد سعيد جميعا سنة وإنتو طيبين يارب أتمنى عيد مليء بالأفراح اللي تحبوهم مانع العيديات والشوكلاتات والمفآجات,عيد سعد جمع سنة إنتو طيب يرب منى عيد ليء فرح الل حبو انع عيد شوكل فآج,0.0,0.0,0.924,0.0
يا صدقه اللي يقول الحب من ربي حبك بليا سبب ربي بلاني به #ساره_ناصر #حب #قطر #السعودية #الكويت #البحرين #الامارات #عمان #سعادة #فولو #لايك,joy,يا صدقه اللي يقول الحب من ربي حبك بليا سبب ربي بلاني به  سارهناصر  حب  قطر  السعودية  الكويت  البحرين  الامارات  عمان  سعادة  فولو  لايك, صدقه اللي يقول الحب  ربي حبك بليا سبب ربي بلاني   سارهناصر  حب  قطر  السعودية  الكويت  البحرين  الامارات  عمان  سعادة  فولو  لايك,صدقه اللي يقول الحب ربي حبك بليا سبب ربي بلاني سارهناصر حب قطر السعودية الكويت البحرين الامارات عمان سعادة فولو لايك,صدق الل يقل لحب ربي حبك بلا سبب ربي بلا سارهناصر حب قطر سعد كوت بحر امر عمن سعد ولو ليك,0.0,0.0,0.828,0.0
ودي تحضنيني بالحكي ودي لو تجين وتقولين اشتقتلك ودي وودي منك كثير بس وينك,joy,ودي تحضنيني بالحكي ودي لو تجين وتقولين اشتقتلك ودي وودي منك كثير بس وينك,ودي تحضنيني بالحكي ودي  تجين وتقولين اشتقتلك ودي وودي منك كثير  وينك,ودي تحضنيني بالحكي ودي تجين وتقولين اشتقتلك ودي وودي منك كثير وينك,ودي تحض حكي ودي تجن تقل شتقتل ودي ودي منك كثر وين,0.0,0.38799999999999996,0.752,1.228
#ساعه_استجابه يارب اجعلني راضي بنصيبي في كل شيء في حزني وسعادتي وامنحني طمأنينة تجعلني ارضى بأقدار كتبتها لي 💜 ✨,joy, ساعهاستجابه يارب اجعلني راضي بنصيبي في كل شيء في حزني وسعادتي وامنحني طمأنينة تجعلني ارضى بأقدار كتبتها لي  , ساعهاستجابه يارب اجعلني راضي بنصيبي   شيء  حزني وسعادتي وامنحني طمأنينة تجعلني ارضى بأقدار كتبتها   ,ساعهاستجابه يارب اجعلني راضي بنصيبي شيء حزني وسعادتي وامنحني طمأنينة تجعلني ارضى بأقدار كتبتها,ساعهاستجابه يرب جعل رضي نصب شيء حزن سعد منح طمأ جعل رضى أقدار كتب,0.0,0.375,0.0,0.8640000000000001
وأعشقُ الصبحَ اذا تسري نسائمهُ\nتعيدُ في كل روحٍ .. بسمة الأملِ\n.\nلنآ مع الصبحُ .. أمالٌ نرجيهآ\nونسألُ اللهِ فيهِ صالحَ العملِ\n.\nصباح الخير💭💜,joy,وأعشق الصبح اذا تسري نسائمهتعيد في كل روح  بسمة الأمللنآ مع الصبح  أمال نرجيهآونسأل الله فيه صالح العملصباح الخير,وأعشق الصبح اذا تسري نسائمهتعيد   روح  بسمة الأمللنآ  الصبح  أمال نرجيهآونسأل الله  صالح العملصباح الخير,وأعشق الصبح اذا تسري نسائمهتعيد روح بسمة الأمللنآ الصبح أمال نرجيهآونسأل الله صالح العملصباح الخير,أعشق صبح اذا تسر نسائمهتعيد روح بسم للنآ صبح امل نرجيهآونسأل الل صلح عملصباح خير,0.0,0.0,1.6509999999999998,0.0
#السعادة 🌸 لا تحتاج إلى معجزات 🎶 كل ما تحتاجه #قلب متسامح 😍 وجه #مبتسم 😝 #قناعة_بالنصيب ❤ و ثقة تامة بالله 💜 #شيكو,joy, السعادة  لا تحتاج إلى معجزات  كل ما تحتاجه  قلب متسامح  وجه  مبتسم   قناعةبالنصيب  و ثقة تامة بالله   شيكو, السعادة   تحتاج  معجزات    تحتاجه  قلب متسامح  وجه  مبتسم   قناعةبالنصيب   ثقة تامة بالله   شيكو,السعادة تحتاج معجزات تحتاجه قلب متسامح وجه مبتسم قناعةبالنصيب ثقة تامة بالله شيكو,سعد حاج عجز حاج قلب سامح وجه بسم قناعةبالنصيب ثقة تمة بلل شيكو,0.359,0.0,0.547,0.648
#بهجة_أمل ٧٤ الحمدلله على شعور السكينة و السلام اللي بحس فيهم *فيس مغمض عيونه في حالة استرخاء و هدوء نفسي* :) 🌼 💛 🌼 💛 🌼 💛,joy, بهجةأمل  الحمدلله على شعور السكينة و السلام اللي بحس فيهم فيس مغمض عيونه في حالة استرخاء و هدوء نفسي       , بهجةأمل  الحمدلله  شعور السكينة  السلام اللي بحس فيهم فيس مغمض عيونه  حالة استرخاء  هدوء نفسي       ,بهجةأمل الحمدلله شعور السكينة السلام اللي بحس فيهم فيس مغمض عيونه حالة استرخاء هدوء نفسي,هجةأمل حمدلل شعر سكن سلم الل بحس يهم فيس غمض عين حلة رخء هدء نفس,0.0,0.0,1.22,0.0
اكتر شي عجبني باخر حلقة ان كان فيها معدل عالي نسبيا من التشويق و الترقب و هيدا غريب نوعا ما على مسلسل هزلي كوميدي,joy,اكتر شي عجبني باخر حلقة ان كان فيها معدل عالي نسبيا من التشويق و الترقب و هيدا غريب نوعا ما على مسلسل هزلي كوميدي,اكتر شي عجبني باخر حلقة ان   معدل عالي نسبيا  التشويق  الترقب  هيدا غريب نوعا   مسلسل هزلي كوميدي,اكتر شي عجبني باخر حلقة ان معدل عالي نسبيا التشويق الترقب هيدا غريب نوعا مسلسل هزلي كوميدي,كتر شي عجب بخر حلق ان عدل علي نسب شوق رقب هيد غرب نوع سلسل هزل كوميد,0.0,0.0,1.475,0.594
@01VDD عيدي مع اهلك او حتى لحالك البسي وتكشخي وافرحي واشتري شكولاطات 😕❤❤ عييييدد ترا,joy, عيدي مع اهلك او حتى لحالك البسي وتكشخي وافرحي واشتري شكولاطات  عييييدد ترا, عيدي  اهلك او  لحالك البسي وتكشخي وافرحي واشتري شكولاطات  عييييدد ترا,عيدي اهلك او لحالك البسي وتكشخي وافرحي واشتري شكولاطات عييييدد ترا,عيد اهل او لحل بسي كشخ فرح شتر شكولاط عييييدد ترا,0.0,0.0,0.924,0.0
في بنت خالي عزيزة عليا كتير بشهر جويليا زفافها الله يخليها لزوجها و يرزقهم الاولاد الصالحين,joy,في بنت خالي عزيزة عليا كتير بشهر جويليا زفافها الله يخليها لزوجها و يرزقهم الاولاد الصالحين, بنت خالي عزيزة عليا كتير بشهر جويليا زفافها الله يخليها لزوجها  يرزقهم الاولاد الصالحين,بنت خالي عزيزة عليا كتير بشهر جويليا زفافها الله يخليها لزوجها يرزقهم الاولاد الصالحين,بنت خلي عزز علا كتر شهر جول زفف الل يخل لزج رزق ولد صلح,0.0,0.0,0.0,0.0
شكرا لك على هذا الشرح الممتع والمعلومات الوافيه سعيده جدا انها كانت من نصيب الدكتور محمد أسلوبه الروائي لايمكن للذاكره تجاوزه,joy,شكرا لك على هذا الشرح الممتع والمعلومات الوافيه سعيده جدا انها كانت من نصيب الدكتور محمد أسلوبه الروائي لايمكن للذاكره تجاوزه,شكرا    الشرح الممتع والمعلومات الوافيه سعيده جدا انها كانت  نصيب الدكتور محمد أسلوبه الروائي لايمكن للذاكره تجاوزه,شكرا الشرح الممتع والمعلومات الوافيه سعيده جدا انها كانت نصيب الدكتور محمد أسلوبه الروائي لايمكن للذاكره تجاوزه,شكر شرح متع علم وفي سعد جدا انه كانت نصب دكتور حمد سلب رئي ليم ذكر جوز,0.431,0.609,0.727,0.491
سميعة فادي إبراهيم مجرد ما بيسمعوا البرنامج بيكون عندهم طاقة سعادة و انشكاح غير طبيعية وربنا 😂 😂 💃 💃 #الليله_عند_بيومي_فؤاد,joy,سميعة فادي إبراهيم مجرد ما بيسمعوا البرنامج بيكون عندهم طاقة سعادة و انشكاح غير طبيعية وربنا      الليلهعندبيوميفؤاد,سميعة فادي إبراهيم مجرد  بيسمعوا البرنامج بيكون عندهم طاقة سعادة  انشكاح  طبيعية وربنا      الليلهعندبيوميفؤاد,سميعة فادي إبراهيم مجرد بيسمعوا البرنامج بيكون عندهم طاقة سعادة انشكاح طبيعية وربنا الليلهعندبيوميفؤاد,سمع فدي راهيم جرد سمع رنمج بيك عند طقة سعد شكح طبع ورب ليلهعندبيوميفؤاد,0.0,0.312,0.0,0.0
#احنا_ما_نتبع_البنت_يوم_زواجها احضر وافرح مافي اغلى من اختي صح لحظه فراق موجعه لمن تطلع اختك من البيت يوم زفافها اتمنى يكون اجمل زفاف ❤,joy, احنامانتبعالبنتيومزواجها احضر وافرح مافي اغلى من اختي صح لحظه فراق موجعه لمن تطلع اختك من البيت يوم زفافها اتمنى يكون اجمل زفاف , احنامانتبعالبنتيومزواجها احضر وافرح مافي اغلى  اختي صح لحظه فراق موجعه لمن تطلع اختك  البيت يوم زفافها اتمنى يكون اجمل زفاف ,احنامانتبعالبنتيومزواجها احضر وافرح مافي اغلى اختي صح لحظه فراق موجعه لمن تطلع اختك البيت يوم زفافها اتمنى يكون اجمل زفاف,احنامانتبعالبنتيومزواج حضر فرح افي غلى اخت صح لحظ فرق وجع لمن طلع اخت بيت يوم زفف منى يكون جمل زفف,0.0,0.0,0.924,0.531
والله حنا شعب عظيم خفة الدم موجودة بكل أفراد المجتمع حتى المشايخ  😂❤,joy,والله حنا شعب عظيم خفة الدم موجودة بكل أفراد المجتمع حتى المشايخ  ,والله حنا شعب عظيم خفة الدم موجودة بكل أفراد المجتمع  المشايخ  ,والله حنا شعب عظيم خفة الدم موجودة بكل أفراد المجتمع المشايخ,ولل حنا شعب عظم خفة لدم وجد بكل فرد جمع شاخ,0.0,0.0,0.0,0.0
السلام عليكم صباح الخير سعادة الدكتور عبداللة اشكركم على جهودكم لتوعيتنا واهتمامكم فينا كابناكم #فرحتي_بنجاحي,joy,السلام عليكم صباح الخير سعادة الدكتور عبداللة اشكركم على جهودكم لتوعيتنا واهتمامكم فينا كابناكم  فرحتيبنجاحي,السلام عليكم  الخير سعادة الدكتور عبداللة اشكركم  جهودكم لتوعيتنا واهتمامكم فينا كابناكم  فرحتيبنجاحي,السلام عليكم الخير سعادة الدكتور عبداللة اشكركم جهودكم لتوعيتنا واهتمامكم فينا كابناكم فرحتيبنجاحي,سلم علي خير سعد دكتور عبدالل شكر جهد لتع همم فين كبن فرحتيبنجاحي,0.0,0.0,1.734,0.0
#الطايف_الان\nريحة #مطر و لفحَہ هوا و لون الغيمّ  والمطر 💦\nو آشياء مَا عنهَا غنىّ ، و ياللہ حيّہ هالمساء 💕☁,joy, الطايفالانريحة  مطر و لفحہ هوا و لون الغيم  والمطر و آشياء ما عنها غنى  و ياللہ حيہ هالمساء , الطايفالانريحة  مطر  لفحہ هوا  لون الغيم  والمطر  آشياء  عنها غنى   ياللہ حيہ هالمساء ,الطايفالانريحة مطر لفحہ هوا لون الغيم والمطر آشياء عنها غنى ياللہ حيہ هالمساء,طايفالانريحة مطر فحہ هوا لون غيم مطر شيء عنه غنى للہ حيہ هالمساء,0.0,0.0,0.0,0.0
احلي بودي في الدنياا والله❤❤ كل سنه وانت طيب يا قلبي وسنه سعيده عليك يا رب وتحقق كل الي بتتمناه 💝 💝,joy,احلي بودي في الدنياا والله كل سنه وانت طيب يا قلبي وسنه سعيده عليك يا رب وتحقق كل الي بتتمناه  ,احلي بودي  الدنياا والله  سنه وانت طيب  قلبي وسنه سعيده   رب وتحقق  الي بتتمناه  ,احلي بودي الدنياا والله سنه وانت طيب قلبي وسنه سعيده رب وتحقق الي بتتمناه,احل بود دنا ولل سنه ونت طيب قلب وسن سعد رب حقق الي تتم,0.0,0.0,1.359,0.0
